gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	entrez	ensgene	description	entrez_final
16510	14.522170265392237	-2.6230032220659054	0.7249313832255625	2.5391896656017676e-5	1.930280081338906e-4	NA	16510	NA	NA	16510
4321	1150.025240690718	-1.172632943183255	0.30971499242570516	2.5599770663115362e-5	1.9453226742479032e-4	MMP12	4321	ENSG00000262406	matrix metallopeptidase 12	4321
13508	27.940052005046095	-1.6254637524628337	0.4398348596765244	2.5638594737026084e-5	1.947512459708293e-4	NA	13508	NA	NA	13508
5525	983.2531127606737	-1.5087726842062226	0.4245330162366708	2.5986265790849628e-5	1.9716129378390823e-4	PPP2R5A	5525	ENSG00000066027	protein phosphatase 2 regulatory subunit B'alpha	5525
1337	2383.01038282589	-1.1491045668143163	0.30391528693054487	2.6081773018703783e-5	1.9780880152649817e-4	COX6A1	1337	ENSG00000111775	cytochrome c oxidase subunit 6A1	1337
6987	658.177831136968	-1.639980262849299	0.472896610646845	2.6103327440184153e-5	1.978951520504183e-4	TRGVB	6987	NA	T cell receptor gamma variable B (pseudogene)	6987
11376	41.78010198941233	-1.1322261015893134	0.289394614438631	2.6202069934999937e-5	1.9848909420203727e-4	NA	11376	NA	NA	11376
1804	1750.411765658448	-1.169704498482302	0.3102881015131432	2.6429115188881786e-5	1.9996741270175299e-4	DPP6	1804	ENSG00000130226	dipeptidyl peptidase like 6	1804
9266	267.5788895323554	-1.3828069916894756	0.3764230462992795	2.708158857870315e-5	2.0435626030637532e-4	CYTH2	9266	ENSG00000105443	cytohesin 2	9266
7584	254.6775772010182	-1.1744240557400432	0.30980418085179373	2.7254021991644823e-5	2.0541848256367155e-4	ZNF35	7584	ENSG00000169981	zinc finger protein 35	7584
12819	40.51152852012567	-1.2295703016004988	0.31921928765523677	2.8592181299879176e-5	2.1475586270820092e-4	NA	12819	NA	NA	12819
17151	8.376303236163004	-3.885505962278787	1.034922552258289	2.868731747985557e-5	2.1538730149516563e-4	NA	17151	NA	NA	17151
14056	18.805709514915698	-1.5780994808241644	0.42039046131933183	2.8801420434669075e-5	2.1616060280720974e-4	NA	14056	NA	NA	14056
11184	45.61689175826342	-1.9284968030055545	0.5086139096118043	2.895919227081896e-5	2.1717720261364462e-4	MAP4K1	11184	ENSG00000104814	mitogen-activated protein kinase kinase kinase kinase 1	11184
9276	216.3490342033444	-1.885510749455939	0.5826736553551468	2.9174857230764033e-5	2.1854191553806728e-4	COPB2	9276	ENSG00000184432	COPI coat complex subunit beta 2	9276
12567	52.096576253465024	-1.546142671606997	0.41251086908157797	2.92033650002622e-5	2.186712913697971e-4	NA	12567	NA	NA	12567
15370	11.306919630873331	-3.571582379524799	1.0086982803813784	2.9289657171097448e-5	2.192330839256644e-4	NA	15370	NA	NA	15370
878	4320.646123373458	-1.764512660916835	0.5347935516846908	2.9565134964167635e-5	2.2090758742233723e-4	CCA1	878	NA	cataract, congenital, cerulean type, 1	878
11086	44.51484856913967	-1.3347621514982257	0.3525599943797235	2.9767644645106272e-5	2.2220783634919748e-4	ADAM29	11086	ENSG00000168594	ADAM metallopeptidase domain 29	11086
12566	55.83780039547449	-1.5403461533014542	0.42427980000330384	2.9800568031992834e-5	2.2228779397110484e-4	NA	12566	NA	NA	12566
11466	109.190271537435	-1.4595233342526055	0.4010414536031899	2.9913787250230337e-5	2.230468251634991e-4	NA	11466	NA	NA	11466
5362	591.8044761306345	-1.0851670704694145	0.2849008625193494	3.0149024959203702e-5	2.2442372708799397e-4	PLXNA2	5362	ENSG00000076356	plexin A2	5362
17007	9.460092671542531	-4.406879237141857	1.3519674526562064	3.0245437455303975e-5	2.2500246877586798e-4	NA	17007	NA	NA	17007
5513	964.3891867059506	-1.2405378068125248	0.3185012854003669	3.0434679322423655e-5	2.2597836485833145e-4	NA	5513	NA	NA	5513
8406	289.9775220505058	-1.369841522259578	0.37754728015945827	3.0466574514314024e-5	2.26128911755555e-4	SRPX	8406	ENSG00000101955	sushi repeat containing protein X-linked	8406
10415	146.45937064949217	-1.5109903139056011	0.4282993050393349	3.0819018945112925e-5	2.2830945096720311e-4	SNAI1P1	10415	NA	snail family zinc finger 1 pseudogene 1	10415
10977	85.1761173055349	-2.4481354076792607	0.6943089807431828	3.085945811976071e-5	2.2852203746904994e-4	NA	10977	NA	NA	10977
8570	271.9040150160537	-1.3566200906261023	0.35942296434860954	3.10658193741479e-5	2.297878794527907e-4	KHSRP	8570	ENSG00000088247	KH-type splicing regulatory protein	8570
8449	10.070120862050189	-2.6932641025209345	0.7418471301373107	3.175807392453373e-5	2.343738629675202e-4	DHX16	8449	ENSG00000204560	DEAH-box helicase 16	8449
13594	38.21019058753246	-1.5046139112466763	0.4068822515425472	3.216576462557634e-5	2.3711285809785649e-4	NA	13594	NA	NA	13594
13928	36.71429002468694	-1.7895879293408814	0.49152547881095904	3.234142521003554e-5	2.382272808525744e-4	NA	13928	NA	NA	13928
13590	15.588753276018172	-2.429932634052175	0.706649058666589	3.250565001009354e-5	2.391653893559283e-4	NA	13590	NA	NA	13590
14478	23.67855520280059	-2.1798593114599387	0.6346289729197603	3.257334956501133e-5	2.3957292361477154e-4	NA	14478	NA	NA	14478
13887	13.405703198445014	-2.8417932575693294	0.8135360935801794	3.3010328121375045e-5	2.4260347264731108e-4	NA	13887	NA	NA	13887
16616	14.87662309893612	-2.447240597330815	0.6977989626190394	3.305012375701938e-5	2.4271262582466194e-4	NA	16616	NA	NA	16616
13413	49.51493219776588	-1.3337131426031528	0.35667093230196273	3.318407320901697e-5	2.4351253722499218e-4	NA	13413	NA	NA	13413
10258	224.89125256715118	-1.9610054481424044	0.640095251181008	3.339275258260386e-5	2.447669898342952e-4	NA	10258	NA	NA	10258
14459	15.852261215796819	-1.8719300266573433	0.5124981456964077	3.343321329708674e-5	2.4487918752477586e-4	NA	14459	NA	NA	14459
15876	10.197556888967334	-3.453950499254363	1.0227759705602375	3.3440216598007676e-5	2.4487918752477586e-4	NA	15876	NA	NA	15876
13393	26.990861549671894	-1.9993798623999954	0.5516165909344449	3.353890937534016e-5	2.454684901667901e-4	NA	13393	NA	NA	13393
17293	8.119844341948438	-2.8516318411281802	0.7850414570217228	3.358861357297006e-5	2.456475042253177e-4	NA	17293	NA	NA	17293
15795	13.542179666065708	-4.195501107815501	1.4644982062914784	3.390498723518939e-5	2.4786812794290783e-4	NA	15795	NA	NA	15795
11984	127.67622459239917	-1.3375573401767897	0.355129524235561	3.3980908225704506e-5	2.4832987419468093e-4	NA	11984	NA	NA	11984
16121	15.985113574957555	-2.2674863461621246	0.6641831433294861	3.399582094508052e-5	2.4834559737695646e-4	NA	16121	NA	NA	16121
7350	482.8245007808315	-1.1550827377508497	0.3093012757555323	3.4008930235374e-5	2.4834813932856037e-4	UCP1	7350	ENSG00000109424	uncoupling protein 1	7350
8937	228.71467089314942	-1.3750026479073507	0.38390123942168286	3.4080403090839894e-5	2.487767158855346e-4	NA	8937	NA	NA	8937
8094	359.07831063910106	-1.0117974577629958	0.2634850609136799	3.4396597797957255e-5	2.507086852981446e-4	NA	8094	NA	NA	8094
10810	56.336129224931135	-2.04786671460518	0.64155339890472	3.4919058785486694e-5	2.537564611741436e-4	WASF3	10810	ENSG00000132970	WASP family member 3	10810
15624	19.626830771499197	-2.1518937446519755	0.6038187578018688	3.508786967716737e-5	2.5469788578416793e-4	NA	15624	NA	NA	15624
14538	23.789662749792523	-1.994456520901091	0.5511864033822244	3.5164731213015034e-5	2.551606391262064e-4	NA	14538	NA	NA	14538
5556	969.2851159601443	-1.2606183246514533	0.3431676974619294	3.57170484255394e-5	2.5878238250536944e-4	NA	5556	NA	NA	5556
11982	24.77311444212485	-1.406311948613101	0.37610499399624703	3.583527345849879e-5	2.593492959374656e-4	NA	11982	NA	NA	11982
3740	794.3090246576046	-1.2879901002358183	0.3567646037733658	3.63064756762715e-5	2.62466687643358e-4	NA	3740	NA	NA	3740
10838	172.49386037743832	-1.4894064632955644	0.4223604227046106	3.663307090699372e-5	2.644347896591264e-4	ZNF275	10838	ENSG00000063587	zinc finger protein 275	10838
13663	18.687684937741036	-1.733250469992121	0.476293206773285	3.700761542870325e-5	0.00026694040172646185	NA	13663	NA	NA	13663
9528	236.3963407348475	-1.913136152855341	0.6208787927958553	3.7098639404431857e-5	2.6749782195244475e-4	TMEM59	9528	ENSG00000116209	transmembrane protein 59	9528
13471	51.179899692245726	-1.7873799065519818	0.49243344240562237	3.723597478786616e-5	2.683886316098753e-4	NA	13471	NA	NA	13471
6153	677.7281745171812	-1.2809246913266095	0.35405127300615724	3.75365590166729e-5	2.703549130360737e-4	NA	6153	NA	NA	6153
8722	328.84496569966745	-1.5010926954279447	0.43569745635590634	3.7978715314221695e-5	2.7343831991493464e-4	CTSF	8722	ENSG00000174080	cathepsin F	8722
3610	1467.9218402319855	-1.1599781218765675	0.3153197749208444	3.827561804267661e-5	2.751687486991243e-4	NA	3610	NA	NA	3610
7740	288.20023672440755	-1.6573053366148338	0.5023312422452972	3.961331356751099e-5	2.840511036615075e-4	NA	7740	NA	NA	7740
10648	112.7540116117128	-1.2378430367487867	0.3371093868793111	3.979498653030047e-5	2.8514367925853366e-4	SCGB1D1	10648	ENSG00000168515	secretoglobin family 1D member 1	10648
11667	67.74639173741028	-1.8851869403233465	0.5742630204469165	3.987994303035575e-5	2.8543713545926933e-4	NA	11667	NA	NA	11667
12707	26.362084404104245	-1.4013072739550483	0.37766839725868245	4.0239443901144154e-5	2.877985364792967e-4	NA	12707	NA	NA	12707
3900	1458.258615827664	-1.1193541162281784	0.30487882324147525	4.066645368119087e-5	2.9042563489528644e-4	NA	3900	NA	NA	3900
7531	622.470324962357	-1.0232901863611388	0.27131847428516737	4.070275074659113e-5	2.9047166566901724e-4	YWHAE	7531	ENSG00000108953	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	7531
9133	203.1982725417406	-1.3591804461590244	0.3820961634556146	4.1040256917196874e-5	2.926656063999884e-4	CCNB2	9133	ENSG00000157456	cyclin B2	9133
8365	203.98373104904073	-1.438402647051182	0.40926070110709323	4.1228132814760626e-5	2.938976896366508e-4	H4C8	8365	ENSG00000158406	H4 clustered histone 8	8365
5823	596.0971806463205	-1.021880197220967	0.2723009736105944	4.228858076197354e-5	3.0035695993020693e-4	NA	5823	NA	NA	5823
13753	51.518627918331184	-2.4142574725776855	0.6574007494882896	4.2309422199896366e-5	3.0039535404311683e-4	NA	13753	NA	NA	13753
11992	124.52645130847426	-1.661670406280268	0.44637855967276446	4.2895331316499445e-5	3.043332273971548e-4	NA	11992	NA	NA	11992
2913	1126.8151452588718	-1.1020961720085394	0.2957160721010028	4.3322923109705574e-5	3.0691933259482354e-4	GRM3	2913	ENSG00000198822	glutamate metabotropic receptor 3	2913
14989	7.927727019738746	-3.756629227422642	1.0307045533424928	4.339573685780079e-5	3.0732330239798445e-4	NA	14989	NA	NA	14989
11677	63.201611902972864	-1.5939899337768972	0.4617769890847494	4.3843240764099995e-5	3.1026665764005457e-4	NA	11677	NA	NA	11677
3908	1719.5704828987575	-1.1372868688506843	0.3103547340673397	4.389653246922227e-5	3.10530868187399e-4	LAMA2	3908	ENSG00000196569	laminin subunit alpha 2	3908
14297	20.10217689376975	-1.7174811314012701	0.4765829476398753	4.421350743859236e-5	3.124324866602926e-4	NA	14297	NA	NA	14297
8165	287.2134970121041	-1.0022861841791664	0.2633325403553905	4.5027802929662104e-5	3.173477700812067e-4	AKAP1	8165	ENSG00000121057	A-kinase anchoring protein 1	8165
13058	67.10536150085525	-1.4054170306983218	0.38336054564159633	4.5098024782905106e-5	3.1764482819403414e-4	NA	13058	NA	NA	13058
15192	10.548628395719621	-2.666166504582187	0.7631972614587045	4.558258972108198e-5	3.2059370385326217e-4	NA	15192	NA	NA	15192
5169	703.3447749038992	-1.3931647217355625	0.39830226285358555	4.571587122839195e-5	3.213913247050069e-4	ENPP3	5169	ENSG00000154269	ectonucleotide pyrophosphatase/phosphodiesterase 3	5169
12359	56.193319563226524	-1.4066262533357132	0.39026015171049283	4.572902616043184e-5	3.213913247050069e-4	NA	12359	NA	NA	12359
8727	419.0612807465424	-1.1692289148648365	0.32155927103212417	4.622827745426214e-5	3.2443148486743437e-4	CTNNAL1	8727	ENSG00000119326	catenin alpha like 1	8727
16187	14.076433072815673	-1.7867157630870925	0.49832951354349464	4.685241520301054e-5	3.2833808147849774e-4	NA	16187	NA	NA	16187
9029	279.2703863421095	-1.0805060599981746	0.29293930416732555	4.7734183013901486e-5	3.339162241673389e-4	NA	9029	NA	NA	9029
15042	22.047778008300934	-2.5507134286141033	0.7578086861044294	4.77643201284184e-5	3.3400698311863113e-4	NA	15042	NA	NA	15042
9449	157.78842050455248	-1.7166336610729864	0.5325869948557154	4.807905394155139e-5	3.35881583780367e-4	NA	9449	NA	NA	9449
13993	26.658026177772086	-1.2493205836642987	0.3362903409532116	4.9583386835586014e-5	3.447453702062663e-4	NA	13993	NA	NA	13993
10436	110.1138312188721	-1.818598394693154	0.49625452172751305	4.9848265320559686e-5	3.4621594982277374e-4	EMG1	10436	ENSG00000126749	EMG1 N1-specific pseudouridine methyltransferase	10436
15417	19.894872684479857	-1.6982914152552269	0.4775781717319833	5.025766554693654e-5	3.4856180656056026e-4	NA	15417	NA	NA	15417
526	5059.705774804465	-1.7287024329567326	0.5555521827540879	5.107138151391927e-5	3.5332390886682653e-4	ATP6V1B2	526	ENSG00000147416	ATPase H+ transporting V1 subunit B2	526
9619	93.42812034452916	-1.2506641684758752	0.34279608537800527	5.109333258763338e-5	3.533501583112769e-4	ABCG1	9619	ENSG00000160179	ATP binding cassette subfamily G member 1	9619
8428	139.6766802705897	-1.1372610821943192	0.30984789539137114	5.16138902435826e-5	3.561907510745961e-4	STK24	8428	ENSG00000102572	serine/threonine kinase 24	8428
14968	18.976504840789218	-2.886702314137654	0.872431973852259	5.166541410571639e-5	3.5641993048966564e-4	NA	14968	NA	NA	14968
5727	693.0818515812382	-1.2916169921326721	0.36891663256799007	5.297107531659623e-5	3.649097687562051e-4	PTCH1	5727	ENSG00000185920	patched 1	5727
3293	961.1347332055866	-1.1098617887685138	0.30631564656048577	5.4067835181700744e-5	3.720700638157985e-4	HSD17B3	3293	ENSG00000130948	hydroxysteroid 17-beta dehydrogenase 3	3293
11902	45.80540112428403	-1.3860381001286242	0.38255280807095265	5.437082555940621e-5	3.737586139920891e-4	NA	11902	NA	NA	11902
17849	8.528351534343004	-3.398837690201948	0.9920605172018873	5.442969902995928e-5	3.740312050925274e-4	NA	17849	NA	NA	17849
1377	2617.4408660126305	-1.1886303183890299	0.33282622318479527	5.460469611648445e-5	3.7510130290254286e-4	NA	1377	NA	NA	1377
4657	617.2540026612461	-1.2727606511703633	0.36320715026984385	5.479339901602114e-5	3.7626476296781486e-4	MYP1	4657	NA	myopia 1 (X-linked)	4657
10827	48.757268964313894	-1.2637479139751555	0.344001520819993	5.5352624387080926e-5	3.797030042992534e-4	FAM114A2	10827	ENSG00000055147	family with sequence similarity 114 member A2	10827
13754	25.36413231615446	-2.952597995772391	0.8228169550644822	5.605928654991427e-5	3.841895826476105e-4	NA	13754	NA	NA	13754
14836	11.740335846717894	-2.0371410382706956	0.5856806269999708	5.680990908194121e-5	3.8874037997315683e-4	NA	14836	NA	NA	14836
7695	356.44564109443905	-1.1635021861766912	0.3239566506815507	5.694499181397629e-5	3.8952776298481283e-4	ZNF136	7695	ENSG00000196646	zinc finger protein 136	7695
15865	10.677218922008011	-4.042287408046564	1.2473812026282804	5.7036777170510144e-5	3.8988153161759675e-4	NA	15865	NA	NA	15865
10130	169.20724173351974	-1.359050717971345	0.38863930192518037	5.710675560219773e-5	3.9008584442764833e-4	PDIA6	10130	ENSG00000143870	protein disulfide isomerase family A member 6	10130
16194	11.406248904129058	-2.18908869060745	0.6278538237719824	5.721795654049259e-5	3.907082990296583e-4	NA	16194	NA	NA	16194
11672	79.76289660342223	-1.9957935592415168	0.6644317415093299	5.730487645649386e-5	3.9116457408622484e-4	NA	11672	NA	NA	11672
7439	210.50589466540083	-1.2644528931588535	0.3579879301906325	5.7552744431151136e-5	3.9271877958437315e-4	BEST1	7439	ENSG00000167995	bestrophin 1	7439
14299	16.805598784363987	-1.5754521456630495	0.4404170624055663	5.818486832234103e-5	3.9675393217276765e-4	NA	14299	NA	NA	14299
8676	444.6251800028147	-1.4615132365489356	0.4354265033341044	5.9468899720492086e-5	4.0415350049628686e-4	STX11	8676	ENSG00000135604	syntaxin 11	8676
2149	961.664733608653	-1.2250227068495128	0.3283842134840305	5.974582929531243e-5	4.058337116635516e-4	F2R	2149	ENSG00000181104	coagulation factor II thrombin receptor	2149
9382	130.14741696673454	-1.1648007529855084	0.3209772484057881	6.074431464813333e-5	4.117537817371378e-4	COG1	9382	ENSG00000166685	component of oligomeric golgi complex 1	9382
13769	46.25674472952744	-1.9542056014786502	0.5741151983925423	6.153464152434258e-5	4.1638583404215264e-4	NA	13769	NA	NA	13769
13122	52.67532295236923	-1.7079664524120641	0.4724524626290899	6.182089009483563e-5	4.1803208552313977e-4	NA	13122	NA	NA	13122
16635	9.986235501627267	-2.882354524728211	0.8397769602225157	6.200366879128389e-5	4.188314468403942e-4	NA	16635	NA	NA	16635
15755	18.4640931851091	-2.3459486722280416	0.7070649081374024	6.204690595504344e-5	4.189780835500001e-4	NA	15755	NA	NA	15755
9990	200.27759559483272	-1.2139031883947227	0.3427527660696949	6.211914062641225e-5	4.193203592544602e-4	SLC12A6	9990	ENSG00000140199	solute carrier family 12 member 6	9990
10069	316.81774256513637	-1.1588548085027337	0.314889181696933	6.226647380659035e-5	4.1987797877687273e-4	RWDD2B	10069	ENSG00000156253	RWD domain containing 2B	10069
13666	37.82950690545032	-1.2554754663842018	0.34633403221747966	6.25754352844375e-5	4.2166916415181373e-4	NA	13666	NA	NA	13666
5109	770.828506828568	-1.1607391083924592	0.3265921008405977	6.276137736008584e-5	4.2262946879052956e-4	NA	5109	NA	NA	5109
10388	107.47705564645327	-1.219289786276229	0.33659241706615006	6.34797058503577e-5	4.271710081444714e-4	SYCP2	10388	ENSG00000196074	synaptonemal complex protein 2	10388
6544	704.4673711609809	-1.185501466552805	0.33614070448750555	6.402518866084106e-5	4.305439518067131e-4	NA	6544	NA	NA	6544
13044	33.61825487938389	-2.456876657633576	0.6904003127944102	6.42330296398437e-5	4.316432975901237e-4	NA	13044	NA	NA	13044
8947	270.8824926424618	-1.1367217691065952	0.31753977122684846	6.476802846219736e-5	4.346381385871803e-4	NA	8947	NA	NA	8947
12770	46.9290370549187	-1.1729237914930712	0.32073903228077366	6.480621836880457e-5	4.347445072993125e-4	NA	12770	NA	NA	12770
5004	731.1748426289978	-1.2540561157780874	0.36126484635757444	6.491128558176271e-5	4.352992862531648e-4	ORM1	5004	ENSG00000229314	orosomucoid 1	5004
10410	124.62324076373197	-1.5021741593127669	0.44575708288923493	6.520775001384755e-5	4.368358082683261e-4	IFITM3	10410	ENSG00000142089	interferon induced transmembrane protein 3	10410
5286	656.0180857550691	-1.1557409840094135	0.32289803056126387	6.553589310638749e-5	4.388830061057835e-4	PIK3C2A	5286	ENSG00000011405	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	5286
11803	64.16576287620354	-1.3590208593765234	0.3802013030991133	6.59563820685594e-5	4.4139516899457856e-4	NA	11803	NA	NA	11803
3708	863.2434742964143	-1.5018304640452558	0.46091613879782367	6.63397886821553e-5	4.4380839723046555e-4	ITPR1	3708	ENSG00000150995	inositol 1,4,5-trisphosphate receptor type 1	3708
2614	2056.073486917619	-1.1721036066996309	0.33346254388716307	6.647968113454513e-5	4.4428608329649135e-4	NA	2614	NA	NA	2614
9025	146.42621129508228	-1.2063926436517103	0.33903879281748733	6.67769956125239e-5	4.4611984607460613e-4	RNF8	9025	ENSG00000112130	ring finger protein 8	9025
4070	1141.2828803501898	-1.4656160107978558	0.44839489863339543	6.714326829088436e-5	4.4841288407992464e-4	TACSTD2	4070	ENSG00000184292	tumor associated calcium signal transducer 2	4070
11668	73.5990424716046	-1.1539292691767153	0.31603166667930266	6.730322679594126e-5	4.4932696283904385e-4	NA	11668	NA	NA	11668
3547	1117.5534478141517	-1.3950763771824537	0.4182962799757528	6.7959106114909e-5	4.5292882332268635e-4	IGSF1	3547	ENSG00000147255	immunoglobulin superfamily member 1	3547
18861	4.6685427501597365	-4.193601888971979	1.4280009826516815	6.822058588517136e-5	4.5404952869744177e-4	NA	18861	NA	NA	18861
9244	164.90161462122876	-1.3157957763797514	0.38210923312739037	7.08541958142056e-5	4.6981039343790636e-4	CRLF1	9244	ENSG00000006016	cytokine receptor like factor 1	9244
17343	8.190512572862167	-4.345409214156023	1.6208578487939989	7.111791687371378e-5	4.710775290263253e-4	NA	17343	NA	NA	17343
1063	2404.2770488135498	-1.042466169707316	0.29014033528124705	7.150366113249278e-5	4.733104589453885e-4	CENPF	1063	ENSG00000117724	centromere protein F	1063
13675	27.378912901570352	-1.591183071920072	0.46364877214081535	7.274985431448836e-5	4.8126857828911926e-4	NA	13675	NA	NA	13675
3073	1302.9227544409343	-1.2815083094121948	0.3749615063217564	7.361384800090992e-5	4.8596984520634095e-4	HEXA	3073	ENSG00000213614	hexosaminidase subunit alpha	3073
4764	482.2795459818306	-1.490690480298227	0.45014922497975496	7.59887088521627e-5	5.002761376765691e-4	NF1P3	4764	NA	neurofibromin 1 pseudogene 3	4764
14993	25.84317800946274	-1.9652594284747658	0.5850940073632763	7.603777824863057e-5	5.00429896008319e-4	NA	14993	NA	NA	14993
15557	13.280640132569994	-2.1234118490427876	0.639964496379144	7.706045091099665e-5	5.062706271534833e-4	NA	15557	NA	NA	15557
13998	45.752805651741006	-2.9694317136603186	0.8466093221925043	7.769282203832654e-5	5.097707382629375e-4	NA	13998	NA	NA	13998
14351	7.451388014968603	-3.7766440950748112	1.1086318190417337	8.005147794625116e-5	5.238338306361781e-4	NA	14351	NA	NA	14351
10321	121.8117006686841	-1.400514032126417	0.4175320880411059	8.057975618551093e-5	5.271134907987321e-4	CRISP3	10321	ENSG00000096006	cysteine rich secretory protein 3	10321
7775	484.7561525101405	-1.799122836919321	0.6179331471565533	8.155348863789794e-5	5.324094070386218e-4	ZNF232	7775	ENSG00000167840	zinc finger protein 232	7775
12110	27.40839174692385	-1.382698723256778	0.3922403489047359	8.317446903781164e-5	5.424458250485431e-4	NA	12110	NA	NA	12110
10240	41.36855864185974	-1.7779657530286845	0.5480561594443937	8.66547199375771e-5	5.633038607750444e-4	MRPS31	10240	ENSG00000102738	mitochondrial ribosomal protein S31	10240
11193	154.35042515882924	-1.2296602069123395	0.3449194549907313	8.727718272504133e-5	5.66544780857915e-4	WBP4	11193	ENSG00000120688	WW domain binding protein 4	11193
13351	36.49846672724617	-1.3332945691531815	0.3782043729006776	8.725217782663121e-5	5.66544780857915e-4	NA	13351	NA	NA	13351
15524	18.70933585630456	-2.6516878757842632	0.9135148659890058	8.774737465612046e-5	5.694070217348317e-4	NA	15524	NA	NA	15524
7521	686.8523601609018	-2.2465601681380143	0.7438300064977288	8.830447542509332e-5	5.722310649166041e-4	NA	7521	NA	NA	7521
11050	122.54224158034965	-1.2926373313229074	0.365664023184667	8.832958835668664e-5	5.722310649166041e-4	NA	11050	NA	NA	11050
12666	24.021344075298117	-1.5559104013390832	0.45405145681289305	8.831293238447978e-5	5.722310649166041e-4	NA	12666	NA	NA	12666
10264	256.95882703051086	-1.253512038109589	0.35236580415089563	8.836434717414697e-5	5.722657438788932e-4	NA	10264	NA	NA	10264
14173	32.90533208015169	-2.476769624655758	0.8653651873004901	8.89220328282523e-5	5.749208242095076e-4	NA	14173	NA	NA	14173
2903	1105.155206177109	-1.043922511984415	0.2947433248620686	8.983553132442827e-5	5.804413263959823e-4	GRIN2A	2903	ENSG00000183454	glutamate ionotropic receptor NMDA type subunit 2A	2903
11615	52.60372496451928	-1.057386098962505	0.29198243191973117	9.256989934500072e-5	5.957350565982338e-4	NA	11615	NA	NA	11615
11969	56.93671724429688	-1.7638710620398987	0.5705491589023397	9.337963346684289e-5	6.001329183367702e-4	NA	11969	NA	NA	11969
13443	50.06116014802185	-1.3440949977669643	0.38616317352966945	9.487141293352247e-5	6.087282651511185e-4	NA	13443	NA	NA	13443
16880	9.149118720991426	-2.1449462667371644	0.6394925690807519	9.487641525063548e-5	6.087282651511185e-4	NA	16880	NA	NA	16880
9610	127.26561028614341	-1.1707463726456608	0.3393819308265143	9.504263004322532e-5	6.092307718284612e-4	RIN1	9610	ENSG00000174791	Ras and Rab interactor 1	9610
15943	14.684814619112382	-2.7200980459483906	0.9426682029714691	9.554745866972744e-5	6.122650948869165e-4	NA	15943	NA	NA	15943
9594	272.2442023052794	-1.3313478846044229	0.4017636144385174	9.645707298983106e-5	6.174839136365468e-4	NA	9594	NA	NA	9594
12619	64.43499748665701	-1.847272743758694	0.5304526124410953	9.671927602537083e-5	6.189588394376001e-4	NA	12619	NA	NA	12619
11886	94.37540988879458	-1.154680973096619	0.3257331013140889	9.719350465387094e-5	6.215848813897411e-4	NA	11886	NA	NA	11886
7806	514.4871081180315	-1.6977975705992672	0.540971251804082	9.735658090317576e-5	6.223857166802664e-4	NA	7806	NA	NA	7806
10762	49.65537267300707	-2.550930835657961	1.0103976166455721	9.822002390740065e-5	6.269137045791813e-4	NUP50	10762	ENSG00000093000	nucleoporin 50	10762
5708	670.6816332942273	-1.2985887408722476	0.3950486014923865	9.890662738076528e-5	6.30882292840732e-4	PSMD2	5708	ENSG00000175166	proteasome 26S subunit ubiquitin receptor, non-ATPase 2	5708
14415	27.189470942625377	-1.3697897714227807	0.39563339932555347	9.913694289129562e-5	6.321441827023276e-4	NA	14415	NA	NA	14415
12460	55.959389183334125	-1.955507659630411	0.6725708769275928	9.970078218070177e-5	6.351151954234492e-4	NA	12460	NA	NA	12460
15523	20.720638444779897	-1.4981699117183784	0.4386867948810521	1.000792370542769e-4	6.371089408941063e-4	NA	15523	NA	NA	15523
15247	17.236791712461827	-1.900543754736577	0.5704960480230172	1.0040392108641857e-4	6.389668764757332e-4	NA	15247	NA	NA	15247
6602	593.8064763746954	-1.0502049824233501	0.3009196289037458	1.009025464497148e-4	6.413012594571848e-4	SMARCD1	6602	ENSG00000066117	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	6602
10345	217.6399872086376	-1.7811149078654738	0.6149606432571071	1.0225617802141348e-4	6.48844956137831e-4	TRDN	10345	ENSG00000186439	triadin	10345
3521	1081.5093501867984	-1.2074391403009188	0.3590123605455142	1.0263242082878694e-4	6.51020059240229e-4	NA	3521	NA	NA	3521
14634	14.934185364181163	-1.6981206034109533	0.5013790101636265	1.0285539794042493e-4	6.522218635772595e-4	NA	14634	NA	NA	14634
127	14987.98402663821	-1.2772266769536218	0.3901735298095894	1.0296906599928146e-4	6.525174188902692e-4	ADH4	127	ENSG00000198099	alcohol dehydrogenase 4 (class II), pi polypeptide	127
10042	113.23945785997077	-1.6019157993524868	0.5235342872046426	1.0521364871898029e-4	6.658740870634393e-4	HMGXB4	10042	ENSG00000100281	HMG-box containing 4	10042
4549	935.7671885965489	-1.247257604035046	0.3715480741449121	1.0542905121834385e-4	6.668036287813422e-4	RNR1	4549	NA	s-rRNA	4549
10638	150.33431941548088	-1.4128452347686677	0.429412678445725	1.0542895194665969e-4	6.668036287813422e-4	NA	10638	NA	NA	10638
6099	789.2656234107546	-1.199232964873177	0.35211456018381015	1.061107082475887e-4	6.704611990929622e-4	NA	6099	NA	NA	6099
9303	189.90174632491494	-1.327817204122415	0.399665790676034	1.06409210003826e-4	6.721290606570781e-4	SNORD25	9303	ENSG00000275043	small nucleolar RNA, C/D box 25	9303
