ENSEMBL_ID	SYMBOL	ENTREZID	GENENAME
ENSG00000040199	PHLPP2	23035	PH domain and leucine rich repeat protein phosphatase 2
ENSG00000040275	SPDL1	54908	spindle apparatus coiled-coil protein 1
ENSG00000040341	STAU2	27067	staufen double-stranded RNA binding protein 2
ENSG00000040487	SLC66A1	54896	solute carrier family 66 member 1
ENSG00000040531	CTNS	1497	cystinosin, lysosomal cystine transporter
ENSG00000040608	RTN4R	65078	reticulon 4 receptor
ENSG00000040633	PHF23	79142	PHD finger protein 23
ENSG00000040933	INPP4A	3631	inositol polyphosphate-4-phosphatase type I A
ENSG00000041353	RAB27B	5874	RAB27B, member RAS oncogene family
ENSG00000041357	PSMA4	5685	proteasome 20S subunit alpha 4
ENSG00000041802	LSG1	55341	large 60S subunit nuclear export GTPase 1
ENSG00000041880	PARP3	10039	poly(ADP-ribose) polymerase family member 3
ENSG00000041988	THAP3	90326	THAP domain containing 3
ENSG00000042088	TDP1	55775	tyrosyl-DNA phosphodiesterase 1
ENSG00000042286	AIFM2	84883	apoptosis inducing factor mitochondria associated 2
ENSG00000042317	SPATA7	55812	spermatogenesis associated 7
ENSG00000042429	MED17	9440	mediator complex subunit 17
ENSG00000042445	RETSAT	54884	retinol saturase
ENSG00000042493	CAPG	822	capping actin protein, gelsolin like
ENSG00000042753	AP2S1	1175	adaptor related protein complex 2 subunit sigma 1
ENSG00000043093	DCUN1D1	54165	defective in cullin neddylation 1 domain containing 1
ENSG00000043143	JADE2	23338	jade family PHD finger 2
ENSG00000043355	ZIC2	7546	Zic family member 2
ENSG00000043514	TRIT1	54802	tRNA isopentenyltransferase 1
ENSG00000044090	CUL7	9820	cullin 7
ENSG00000044115	CTNNA1	1495	catenin alpha 1
ENSG00000044446	PHKA2	5256	phosphorylase kinase regulatory subunit alpha 2
ENSG00000044459	CNTLN	54875	centlein
ENSG00000044574	HSPA5	3309	heat shock protein family A (Hsp70) member 5
ENSG00000046604	DSG2	1829	desmoglein 2
ENSG00000046647	GEMIN8	54960	gem nuclear organelle associated protein 8
ENSG00000046651	OFD1	8481	OFD1 centriole and centriolar satellite protein
ENSG00000047056	WDR37	22884	WD repeat domain 37
ENSG00000047188	YTHDC2	64848	YTH N6-methyladenosine RNA binding protein C2
ENSG00000047230	CTPS2	56474	CTP synthase 2
ENSG00000047249	ATP6V1H	51606	ATPase H+ transporting V1 subunit H
ENSG00000047315	POLR2B	5431	RNA polymerase II subunit B
ENSG00000047346	ATOSA	56204	atos homolog A
ENSG00000047410	TPR	7175	translocated promoter region, nuclear basket protein
ENSG00000047457	CP	1356	ceruloplasmin
ENSG00000047578	KATNIP	23247	katanin interacting protein
ENSG00000047579	DTNBP1	84062	dystrobrevin binding protein 1
ENSG00000047621	C12orf4	57102	chromosome 12 open reading frame 4
ENSG00000047634	SCML1	6322	Scm polycomb group protein like 1
ENSG00000047644	WWC3	55841	WWC family member 3
ENSG00000047849	MAP4	4134	microtubule associated protein 4
ENSG00000047932	GOPC	57120	golgi associated PDZ and coiled-coil motif containing
ENSG00000048028	USP28	57646	ubiquitin specific peptidase 28
ENSG00000048140	TSPAN17	26262	tetraspanin 17
ENSG00000048162	NOP16	51491	NOP16 nucleolar protein
ENSG00000048342	CC2D2A	57545	coiled-coil and C2 domain containing 2A
ENSG00000048392	RRM2B	50484	ribonucleotide reductase regulatory TP53 inducible subunit M2B
ENSG00000048405	ZNF800	168850	zinc finger protein 800
ENSG00000048471	SNX29	92017	sorting nexin 29
ENSG00000048544	MRPS10	55173	mitochondrial ribosomal protein S10
ENSG00000048649	RSF1	51773	remodeling and spacing factor 1
ENSG00000048707	VPS13D	55187	vacuolar protein sorting 13 homolog D
ENSG00000048828	FAM120A	23196	family with sequence similarity 120 member A
ENSG00000048991	R3HDM1	23518	R3H domain containing 1
ENSG00000049130	KITLG	4254	KIT ligand
ENSG00000049167	ERCC8	1161	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
ENSG00000049239	H6PD	9563	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
ENSG00000049245	VAMP3	9341	vesicle associated membrane protein 3
ENSG00000049246	PER3	8863	period circadian regulator 3
ENSG00000049249	TNFRSF9	3604	TNF receptor superfamily member 9
ENSG00000049323	LTBP1	4052	latent transforming growth factor beta binding protein 1
ENSG00000049449	RCN1	5954	reticulocalbin 1
ENSG00000049541	RFC2	5982	replication factor C subunit 2
ENSG00000049618	ARID1B	57492	AT-rich interaction domain 1B
ENSG00000049656	CLPTM1L	81037	CLPTM1 like
ENSG00000049759	NEDD4L	23327	NEDD4 like E3 ubiquitin protein ligase
ENSG00000049769	PPP1R3F	89801	protein phosphatase 1 regulatory subunit 3F
ENSG00000049860	HEXB	3074	hexosaminidase subunit beta
ENSG00000049883	PTCD2	79810	pentatricopeptide repeat domain 2
ENSG00000050130	JKAMP	51528	JNK1/MAPK8 associated membrane protein
ENSG00000050165	DKK3	27122	dickkopf WNT signaling pathway inhibitor 3
ENSG00000050344	NFE2L3	9603	NFE2 like bZIP transcription factor 3
ENSG00000050393	MCUR1	63933	mitochondrial calcium uniporter regulator 1
ENSG00000050405	LIMA1	51474	LIM domain and actin binding 1
ENSG00000050426	LETMD1	25875	LETM1 domain containing 1
ENSG00000050555	LAMC3	10319	laminin subunit gamma 3
ENSG00000050748	MAPK9	5601	mitogen-activated protein kinase 9
ENSG00000050820	BCAR1	9564	BCAR1 scaffold protein, Cas family member
ENSG00000051009	FHIP1B	84067	FHF complex subunit HOOK interacting protein 1B
ENSG00000051108	HERPUD1	9709	homocysteine inducible ER protein with ubiquitin like domain 1
ENSG00000051128	HOMER3	9454	homer scaffold protein 3
ENSG00000051180	RAD51	5888	RAD51 recombinase
ENSG00000051341	POLQ	10721	DNA polymerase theta
ENSG00000051382	PIK3CB	5291	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
ENSG00000051523	CYBA	1535	cytochrome b-245 alpha chain
ENSG00000051596	THOC3	84321	THO complex subunit 3
ENSG00000051620	HEBP2	23593	heme binding protein 2
ENSG00000051825	MPHOSPH9	10198	M-phase phosphoprotein 9
ENSG00000052126	PLEKHA5	54477	pleckstrin homology domain containing A5
ENSG00000052723	SIKE1	80143	suppressor of IKBKE 1
ENSG00000052749	RRP12	23223	ribosomal RNA processing 12 homolog
ENSG00000052795	FNIP2	57600	folliculin interacting protein 2
ENSG00000052802	MSMO1	6307	methylsterol monooxygenase 1
ENSG00000052841	TTC17	55761	tetratricopeptide repeat domain 17
ENSG00000052850	ALX4	60529	ALX homeobox 4
ENSG00000053254	FOXN3	1112	forkhead box N3
ENSG00000053371	AKR7A2	8574	aldo-keto reductase family 7 member A2
ENSG00000053372	MRTO4	51154	MRT4 homolog, ribosome maturation factor
ENSG00000053501	USE1	55850	unconventional SNARE in the ER 1
ENSG00000053747	LAMA3	3909	laminin subunit alpha 3
ENSG00000053770	AP5M1	55745	adaptor related protein complex 5 subunit mu 1
ENSG00000053900	ANAPC4	29945	anaphase promoting complex subunit 4
ENSG00000054116	TRAPPC3	27095	trafficking protein particle complex subunit 3
ENSG00000054118	THRAP3	9967	thyroid hormone receptor associated protein 3
ENSG00000054148	PHPT1	29085	phosphohistidine phosphatase 1
ENSG00000054179	ENTPD2	954	ectonucleoside triphosphate diphosphohydrolase 2
ENSG00000054267	ARID4B	51742	AT-rich interaction domain 4B
ENSG00000054277	OPN3	23596	opsin 3
ENSG00000054282	SDCCAG8	10806	SHH signaling and ciliogenesis regulator SDCCAG8
ENSG00000054392	HHAT	55733	hedgehog acyltransferase
ENSG00000054523	KIF1B	23095	kinesin family member 1B
ENSG00000054598	FOXC1	2296	forkhead box C1
ENSG00000054611	TBC1D22A	25771	TBC1 domain family member 22A
ENSG00000054654	SYNE2	23224	spectrin repeat containing nuclear envelope protein 2
ENSG00000054690	PLEKHH1	57475	pleckstrin homology, MyTH4 and FERM domain containing H1
ENSG00000054793	ATP9A	10079	ATPase phospholipid transporting 9A (putative)
ENSG00000054965	FAM168A	23201	family with sequence similarity 168 member A
ENSG00000054967	RELT	84957	RELT TNF receptor
ENSG00000054983	GALC	2581	galactosylceramidase
ENSG00000055044	NOP58	51602	NOP58 ribonucleoprotein
ENSG00000055070	SZRD1	26099	SUZ RNA binding domain containing 1
ENSG00000055130	CUL1	8454	cullin 1
ENSG00000055147	FAM114A2	10827	family with sequence similarity 114 member A2
ENSG00000055163	CYFIP2	26999	cytoplasmic FMR1 interacting protein 2
ENSG00000055208	TAB2	23118	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
ENSG00000055211	GINM1	116254	glycosylated integral membrane protein 1
ENSG00000055332	EIF2AK2	5610	eukaryotic translation initiation factor 2 alpha kinase 2
ENSG00000055483	USP36	57602	ubiquitin specific peptidase 36
ENSG00000055609	KMT2C	58508	lysine methyltransferase 2C
ENSG00000055732	MCOLN3	55283	mucolipin TRP cation channel 3
ENSG00000055917	PUM2	23369	pumilio RNA binding family member 2
ENSG00000055950	MRPL43	84545	mitochondrial ribosomal protein L43
ENSG00000056050	HPF1	54969	histone PARylation factor 1
ENSG00000056097	ZFR	51663	zinc finger RNA binding protein
ENSG00000056277	ZNF280C	55609	zinc finger protein 280C
ENSG00000056487	PHF21B	112885	PHD finger protein 21B
ENSG00000056558	TRAF1	7185	TNF receptor associated factor 1
ENSG00000056586	RC3H2	54542	ring finger and CCCH-type domains 2
ENSG00000056972	TRAF3IP2	10758	TRAF3 interacting protein 2
ENSG00000056998	GYG2	8908	glycogenin 2
ENSG00000057019	DCBLD2	131566	discoidin, CUB and LCCL domain containing 2
ENSG00000057252	SOAT1	6646	sterol O-acyltransferase 1
ENSG00000057294	PKP2	5318	plakophilin 2
ENSG00000057593	F7	2155	coagulation factor VII
ENSG00000057608	GDI2	2665	GDP dissociation inhibitor 2
ENSG00000057657	PRDM1	639	PR/SET domain 1
ENSG00000057663	ATG5	9474	autophagy related 5
ENSG00000057757	PITHD1	57095	PITH domain containing 1
ENSG00000057935	MTA3	57504	metastasis associated 1 family member 3
ENSG00000058056	USP13	8975	ubiquitin specific peptidase 13
ENSG00000058063	ATP11B	23200	ATPase phospholipid transporting 11B (putative)
ENSG00000058085	LAMC2	3918	laminin subunit gamma 2
ENSG00000058262	SEC61A1	29927	SEC61 translocon subunit alpha 1
ENSG00000058272	PPP1R12A	4659	protein phosphatase 1 regulatory subunit 12A
ENSG00000058453	CROCC	9696	ciliary rootlet coiled-coil, rootletin
ENSG00000058600	POLR3E	55718	RNA polymerase III subunit E
ENSG00000058668	ATP2B4	493	ATPase plasma membrane Ca2+ transporting 4
ENSG00000058673	ZC3H11A	9877	zinc finger CCCH-type containing 11A
ENSG00000058729	RIOK2	55781	RIO kinase 2
ENSG00000058799	YIPF1	54432	Yip1 domain family member 1
ENSG00000058804	NDC1	55706	NDC1 transmembrane nucleoporin
ENSG00000058866	DGKG	1608	diacylglycerol kinase gamma
ENSG00000059122	FLYWCH1	84256	FLYWCH-type zinc finger 1
ENSG00000059145	UNKL	64718	unk like zinc finger
ENSG00000059377	TBXAS1	6916	thromboxane A synthase 1
ENSG00000059378	PARP12	64761	poly(ADP-ribose) polymerase family member 12
ENSG00000059573	ALDH18A1	5832	aldehyde dehydrogenase 18 family member A1
ENSG00000059588	TARBP1	6894	TAR (HIV-1) RNA binding protein 1
ENSG00000059691	GATB	5188	glutamyl-tRNA amidotransferase subunit B
ENSG00000059728	MXD1	4084	MAX dimerization protein 1
ENSG00000059758	CDK17	5128	cyclin dependent kinase 17
ENSG00000059769	DNAJC25	548645	DnaJ heat shock protein family (Hsp40) member C25
ENSG00000059804	SLC2A3	6515	solute carrier family 2 member 3
ENSG00000060069	CTDP1	9150	CTD phosphatase subunit 1
ENSG00000060138	YBX3	8531	Y-box binding protein 3
ENSG00000060237	WNK1	65125	WNK lysine deficient protein kinase 1
ENSG00000060339	CCAR1	55749	cell division cycle and apoptosis regulator 1
ENSG00000060491	OGFR	11054	opioid growth factor receptor
ENSG00000060566	CREB3L3	84699	cAMP responsive element binding protein 3 like 3
ENSG00000060642	PIGV	55650	phosphatidylinositol glycan anchor biosynthesis class V
ENSG00000060656	PTPRU	10076	protein tyrosine phosphatase receptor type U
ENSG00000060688	SNRNP40	9410	small nuclear ribonucleoprotein U5 subunit 40
ENSG00000060718	COL11A1	1301	collagen type XI alpha 1 chain
ENSG00000060749	QSER1	79832	glutamine and serine rich 1
ENSG00000060762	MPC1	51660	mitochondrial pyruvate carrier 1
ENSG00000060971	ACAA1	30	acetyl-CoA acyltransferase 1
ENSG00000060982	BCAT1	586	branched chain amino acid transaminase 1
ENSG00000061273	HDAC7	51564	histone deacetylase 7
ENSG00000061656	SPAG4	6676	sperm associated antigen 4
ENSG00000061676	NCKAP1	10787	NCK associated protein 1
ENSG00000061794	MRPS35	60488	mitochondrial ribosomal protein S35
ENSG00000061936	SFSWAP	6433	splicing factor SWAP
ENSG00000061938	TNK2	10188	tyrosine kinase non receptor 2
ENSG00000061987	MON2	23041	MON2 homolog, regulator of endosome-to-Golgi trafficking
ENSG00000062194	GPBP1	65056	GC-rich promoter binding protein 1
ENSG00000062282	DGAT2	84649	diacylglycerol O-acyltransferase 2
ENSG00000062370	ZNF112	7771	zinc finger protein 112
ENSG00000062485	CS	1431	citrate synthase
ENSG00000062582	MRPS24	64951	mitochondrial ribosomal protein S24
ENSG00000062598	ELMO2	63916	engulfment and cell motility 2
ENSG00000062650	WAPL	23063	WAPL cohesin release factor
ENSG00000062716	VMP1	81671	vacuole membrane protein 1
ENSG00000062725	APPBP2	10513	amyloid beta precursor protein binding protein 2
ENSG00000062822	POLD1	5424	DNA polymerase delta 1, catalytic subunit
ENSG00000063046	EIF4B	1975	eukaryotic translation initiation factor 4B
ENSG00000063127	SLC6A16	28968	solute carrier family 6 member 16
ENSG00000063169	BICRA	29998	BRD4 interacting chromatin remodeling complex associated protein
ENSG00000063176	SPHK2	56848	sphingosine kinase 2
ENSG00000063177	RPL18	6141	ribosomal protein L18
ENSG00000063180	CA11	770	carbonic anhydrase 11
ENSG00000063241	ISOC2	79763	isochorismatase domain containing 2
ENSG00000063244	U2AF2	11338	U2 small nuclear RNA auxiliary factor 2
ENSG00000063245	EPN1	29924	epsin 1
ENSG00000063322	MED29	55588	mediator complex subunit 29
ENSG00000063438	AHRR	57491	aryl hydrocarbon receptor repressor
ENSG00000063587	ZNF275	10838	zinc finger protein 275
ENSG00000063601	MTMR1	8776	myotubularin related protein 1
ENSG00000063660	GPC1	2817	glypican 1
ENSG00000063761	ADCK1	57143	aarF domain containing kinase 1
ENSG00000063854	HAGH	3029	hydroxyacylglutathione hydrolase
ENSG00000063978	RNF4	6047	ring finger protein 4
ENSG00000064012	CASP8	841	caspase 8
ENSG00000064042	LIMCH1	22998	LIM and calponin homology domains 1
ENSG00000064102	INTS13	55726	integrator complex subunit 13
ENSG00000064115	TM7SF3	51768	transmembrane 7 superfamily member 3
ENSG00000064199	SPA17	53340	sperm autoantigenic protein 17
ENSG00000064205	CCN5	8839	cellular communication network factor 5
ENSG00000064309	CDON	50937	cell adhesion associated, oncogene regulated
ENSG00000064313	TAF2	6873	TATA-box binding protein associated factor 2
ENSG00000064393	HIPK2	28996	homeodomain interacting protein kinase 2
ENSG00000064419	TNPO3	23534	transportin 3
ENSG00000064490	RFXANK	8625	regulatory factor X associated ankyrin containing protein
ENSG00000064545	TMEM161A	54929	transmembrane protein 161A
ENSG00000064547	LPAR2	9170	lysophosphatidic acid receptor 2
ENSG00000064601	CTSA	5476	cathepsin A
ENSG00000064607	SUGP2	10147	SURP and G-patch domain containing 2
ENSG00000064651	SLC12A2	6558	solute carrier family 12 member 2
ENSG00000064652	SNX24	28966	sorting nexin 24
ENSG00000064655	EYA2	2139	EYA transcriptional coactivator and phosphatase 2
ENSG00000064666	CNN2	1265	calponin 2
ENSG00000064687	ABCA7	10347	ATP binding cassette subfamily A member 7
ENSG00000064703	DDX20	11218	DEAD-box helicase 20
ENSG00000064726	BTBD1	53339	BTB domain containing 1
ENSG00000064787	BCAS1	8537	brain enriched myelin associated protein 1
ENSG00000064932	SBNO2	22904	strawberry notch homolog 2
ENSG00000064933	PMS1	5378	PMS1 homolog 1, mismatch repair system component
ENSG00000064961	HMG20B	10362	high mobility group 20B
ENSG00000064995	TAF11	6882	TATA-box binding protein associated factor 11
ENSG00000064999	ANKS1A	23294	ankyrin repeat and sterile alpha motif domain containing 1A
ENSG00000065000	AP3D1	8943	adaptor related protein complex 3 subunit delta 1
ENSG00000065029	ZNF76	7629	zinc finger protein 76
ENSG00000065054	NHERF2	9351	NHERF family PDZ scaffold protein 2
ENSG00000065057	NTHL1	4913	nth like DNA glycosylase 1
ENSG00000065060	BLTP3A	54887	bridge-like lipid transfer protein family member 3A
ENSG00000065135	GNAI3	2773	G protein subunit alpha i3
ENSG00000065150	IPO5	3843	importin 5
ENSG00000065154	OAT	4942	ornithine aminotransferase
ENSG00000065183	WDR3	10885	WD repeat domain 3
ENSG00000065243	PKN2	5586	protein kinase N2
ENSG00000065268	WDR18	57418	WD repeat domain 18
ENSG00000065308	TRAM2	9697	translocation associated membrane protein 2
ENSG00000065320	NTN1	9423	netrin 1
ENSG00000065325	GLP2R	9340	glucagon like peptide 2 receptor
ENSG00000065328	MCM10	55388	minichromosome maintenance 10 replication initiation factor
ENSG00000065357	DGKA	1606	diacylglycerol kinase alpha
ENSG00000065361	ERBB3	2065	erb-b2 receptor tyrosine kinase 3
ENSG00000065413	ANKRD44	91526	ankyrin repeat domain 44
ENSG00000065427	KARS1	3735	lysyl-tRNA synthetase 1
ENSG00000065457	ADAT1	23536	adenosine deaminase tRNA specific 1
ENSG00000065485	PDIA5	10954	protein disulfide isomerase family A member 5
ENSG00000065491	TBC1D22B	55633	TBC1 domain family member 22B
ENSG00000065518	NDUFB4	4710	NADH:ubiquinone oxidoreductase subunit B4
ENSG00000065526	SPEN	23013	spen family transcriptional repressor
ENSG00000065534	MYLK	4638	myosin light chain kinase
ENSG00000065548	ZC3H15	55854	zinc finger CCCH-type containing 15
ENSG00000065559	MAP2K4	6416	mitogen-activated protein kinase kinase 4
ENSG00000065600	PACC1	55248	proton activated chloride channel 1
ENSG00000065613	SLK	9748	STE20 like kinase
ENSG00000065615	CYB5R4	51167	cytochrome b5 reductase 4
ENSG00000065621	GSTO2	119391	glutathione S-transferase omega 2
ENSG00000065665	SEC61A2	55176	SEC61 translocon subunit alpha 2
ENSG00000065675	PRKCQ	5588	protein kinase C theta
ENSG00000065717	TLE2	7089	TLE family member 2, transcriptional corepressor
ENSG00000065802	ASB1	51665	ankyrin repeat and SOCS box containing 1
ENSG00000065809	FAM107B	83641	family with sequence similarity 107 member B
ENSG00000065833	ME1	4199	malic enzyme 1
ENSG00000065882	TBC1D1	23216	TBC1 domain family member 1
ENSG00000065883	CDK13	8621	cyclin dependent kinase 13
ENSG00000065911	MTHFD2	10797	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
ENSG00000065923	SLC9A7	84679	solute carrier family 9 member A7
ENSG00000065970	FOXJ2	55810	forkhead box J2
ENSG00000065978	YBX1	4904	Y-box binding protein 1
ENSG00000065989	PDE4A	5141	phosphodiesterase 4A
ENSG00000066027	PPP2R5A	5525	protein phosphatase 2 regulatory subunit B'alpha
ENSG00000066044	ELAVL1	1994	ELAV like RNA binding protein 1
ENSG00000066084	DIP2B	57609	disco interacting protein 2 homolog B
ENSG00000066117	SMARCD1	6602	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
ENSG00000066135	KDM4A	9682	lysine demethylase 4A
ENSG00000066136	NFYC	4802	nuclear transcription factor Y subunit gamma
ENSG00000066230	SLC9A3	6550	solute carrier family 9 member A3
ENSG00000066248	NGEF	25791	neuronal guanine nucleotide exchange factor
ENSG00000066279	ASPM	259266	assembly factor for spindle microtubules
ENSG00000066322	ELOVL1	64834	ELOVL fatty acid elongase 1
ENSG00000066379	POLR1H	30834	RNA polymerase I subunit H
